comment,Hate
Tmr bicite current lagse?,Yes
Tui vuji agula koroc jah like app a vedio kor!,No
Abal coda maiya tui,Yes
"Onk sundor dkhacce,amr onk vlo lge apnake,mota hye aro vlo dkhacce",No
Vaii tor kiii taka poyshar atttoi ovab porse attto chira ken pent...ta tor....? maya laglo tor jonno...,Yes
mota howar topic ta jodi bolta tmar moto hoiya sobaike tak lagiye ditam,No
A khangkir pola ...amare cenos...samne asle jobo korbo...tui to jubo somaj nossto kortecis,Yes
Apni thik achen valo achen etai onk,No
Durrrr khankir poth bondho kor shala,Yes
Opu Ekta beyadop karon. karon opu Vai dui banglar supper star Shakib khaner shathe tulona kore. opu Vai shakiber payer nokher joggoi na ,No
Dandi kor te ekta,Yes
Bhai mota houar poddhoti ta bolle khub upokar hoito,No
Condom fete jonmo niche eta,Yes
Amio mota hoite chai ei sutki jibon r bhallage na,No
Sala lojjao lge ki bal chal banay banchod,Yes
Vai tumi ki use kore muta hoycho..and eto sundor hoyche setai jante cai..???,No
salaa sagol naki re tui,Yes
Vai tmr tik tok account verified hocce na keno?,No
kamla sala kamlai dibi tui,Yes
Kichu janar nay sudu eta bolbo egiye jaw kew kichu bolle o mono bol haraiyo nah bhai ,No
Tokai level e asos tui shala,Yes
"Vai mota hoite partace na j gf brek up kore palce,  kamne mota homu.",No
Vag madarchod edik theke,Yes
Beda tui ki amader president hoisos naki questions kortam mora goro keyea boli gesos.naki harbal.kaisos bai,No
Bokaaaaaaaaacodaaaaaaaa,Yes
Apne akhone kothay thaken ?r bortomane kii kaj kortesen?r porashuna koren?na korle korar icche ache kina?,No
Aysob pagol.sagol.kon jagar teke je ase.fuk.you..,Yes
Apu vai tumi akta manchu dadar closup hasi dao,No
tik tok koira r kicho na parok...koita sondor farnichar joraice,Yes
Aiccha vai apnar ki lojja lage na?,No
Tokai jokon vab nay,Yes
Opu vhai i love you,No
Kera uthse naki Tor ,Yes
Biyah me..hanga me opu vhai,No
Ki bal korlo lafay lufay,Yes
Manous to poribotton seil to ki hoicea,No
Hala hangkirpoyare chorer duuilla lager ,Yes
Apnar videor sound quality valo na,No
Vai tomer bashai jane tumi j 110% psycho hoiya geso,Yes
Khaya Daya Kam nai,No
Oii madarchod tore dekhte issa kre naaaa,Yes
Sara din ase to vai,No
Dur halar po eta kono entry holo,Yes
Answer koi pabo vaiya,No
"Bokachoda ekn o vlo howr tym ase tr. sudhere jhh...  Scl,clg join kor..  Manush hbi.  R ei tiktok korle goru hbi future e ",Yes
Sound quality baze silo vai,No
Fatracuda abal marka shala,Yes
Khub sundor kotha egulu,No
Bainchod sala dkhlei mejaj kharf hoiya jay,Yes
Pam mara suru korse...boy paise huhu,No
Hedar vido koros bainxud ,Yes
eita kno kothaSob pagol hoye gese,No
Vai bish kheye more jete iccha kore,Yes
Percent ki E O ba kheah aisen na ge a khaben??,No
Ore hijra no. 1 mukhe lips stik lagay,Yes
Ay deshe ain ase naki????,No
Tate amar baal chera gelo,Yes
"Ater hota foniber shomoi nai,amader!",No
Ora madarcod onk kharap ,Yes
Vai bhut ar mhuka ram nam.kotha gula sunta aktu otbhut laglo,No
Vai re tmre dekhle amr mone chay pabnay sit ta buk kore dite. abal marka pola pain abar mvir kta koy age nije thik ho vai. gaja khur ra ekn tiktok str.,Yes
oto hoye gese tai nh,No
Halar baincod shor tui,Yes
Ja ja korso bad daw maf kore dibo Amar sathe biya kore felo ,No
Dury jaia mor vhi tora kellega amar samny ahos,Yes
Tumr I'd koyta bolo,No
ato lipstick keno.purai hizla ar moto lagse dekte...chagol jani kothakar,Yes
"ra gulo choto hoye gese, boro size kine ano jao",No
Edit ar telay kala hoye geso,Yes
Tmder baba ma ki ghumay?,No
Dur mader cud halar put,Yes
Josss hobe khaite edi,No
Sala M C vala hoiya ja tui,Yes
"Canada chole jaw, bd te tmk manay na",No
Bostir pola nak re tui,Yes
Akhne amr crush tao ase dekhi? Black,No
Bangir put vala ho tui ,Yes
Koto kharap re tora,No
Gajar jol khaise naki re,Yes
Tumi ki amar moto hoba,No
Ture samn paile jota diya pitai tam sotti kotha,Yes
vlo hoye  pic post koren,No
"Tor mar heda, Noakhali ay boira dimu",Yes
Mamla tumi o khaba dorjo doro,No
Dat ober gaja kaile amon oy,Yes
"Babuder jonno 13ai February jonno ogrim gift kayo mara mari.korben na line a thakle Sobai pabe,, hutash howa jabe na amader desher jenish ai",No
Ore halarpula kisue hoinai tor dance ,Yes
Amr I'd tei esb kn ase,No
Tomar upor crush khai kida bhai ,Yes
Ata dekhar jonno jati postot silo na ,No
Make up karone prothibir prothom komola colour nagerian lagtase. tai crush khawa nished ,Yes
Apni je bab doren mone hoi nekat koren,No
Propose to dur r kotha tra dekhlai amar bomi ase,Yes
Anek din por apnake dekhte pelam,No
Ganja porse naki pat a ,Yes
Ahago amr crush.. Jibonda ses koira dc tumare mone koira koira,No
Pagol choda khankir pola abal,Yes
Hayree becara mair khaite khaite goja hoiya gece Jara maree tather ki akto maya o hoy nai amn cute meye ke din e rate 5 bar mair dele e hoy ora mone hoy sara din e mare,No
Tr harbal ar mayed sas ni,Yes
"chosma khulen to, oi cok duto dekhi",No
Bal cero tumi amre pitba bolo je,Yes
Jai koro na kn tmk amr vloy lagea... R comment er reply gula sei dao ,No
Kache Aho suna  kortachi,Yes
Namaz poro apu..aisob kaje asbe na kobore...valo hoia jan apu..allah ke bhoi koren..,No
"Appu vhi i fack u,,, tur boin ra cudi",Yes
thobra dekte mon chay na,No
Sesra ekta pola onek baje,Yes
Ankush chap diye roga korasse ,No
Namber one tukai ekta te,Yes
Assa apnara biyea koren nha kn,No
Tor ye je maiya propose korbo hitir moto hagl ar ekga nai ,Yes
Moteo valo lagchena agei valo lagto quite lag to.,No
Ktha ta age jei obstai chilo oi obstai akhn thakle manaito,Yes
Tumke agula manai na tumake saritei bes lage apu,No
Tomar mukhe ETA manyna brah,Yes
"gym koren, valo.kintu ogula sukale kotha bolbo na ar",No
Are khankir bachcha tor ki lozza nai,Yes
Sat pake badhay beshi sundor lagto akhn tmn cute lage na,No
Ai mutki hutkir Sathe manah nah vai,Yes
Tumi age jemon sila temni sundor,No
gitar bajano kivabe bondho korcen aktu bistarito janaben plz,Yes
Bhalo lagcha na didi,No
Kire ket marka chele tui bole gorur sui nisos  ,Yes
"Amio erm selfie tulm trainer bar kore diyeche, aj meye hole dito na",No
Video ta mone hoi bathroom a make kora !!,Yes
Ektu mota chilo tokhoni beshi valo lagto,No
Tmi cudir silay ekn oo aso,Yes
Ekdom valo lagena agei onek cute lagto ,No
A mangerbeta tui koi bol pitabo,Yes
Apu somoy takte fordha korun plz...ei rkm pic post kora valo nah...valo hoye jaw plzzz...,No
"Tor fokinnir poo vab codao ,nai she kono cheter bal vab lou lakh poti ",Yes
Nani apni ar koto bosor ai rokom takben,No
halarpu hala gorur osud khaia mota hoia vab chudao vab tmr pukki dia dukhie dibo,Yes
Apne buri hoben kobe go..?,No
2r to hijrar moto lagce,Yes
Ektu dhormer pothe ashun ektu porda korun..... Boyos to kom hoise na..... Ar koto taka kamaiben? ,No
Mama ahon o ki ganja khau,Yes
tumi buri hote hote amr nati natni hata sheke jba,No
Fokinnir pola tor pakha gojaise taina?,Yes
Pore na chokher polok ki tmr surgery ar makeup er jholok,No
Chudir vai tui abar aschis mcd,Yes
apni kundin buri hoben khala,No
Tumi akta cudir bhai,Yes
Afa daria ghuman ka?? Bed nai,No
Taklai ajkey mod kaynai,Yes
tomar golar har ta amay dibe? amar ekti meye kukur ache take porabo,No
Haramzada akta te vala manush na,Yes
ami choke kom dekhi,No
Taklar mukhe gondho,Yes
Kiso na buja ami ki korbo ,No
Tore  ke niog  dice  janoar,Yes
Eta ki chilo vai bolen to,No
Oy akta Feraon hoiya gese,Yes
Mask na porlee ja hoi ar kiâ€¦,No
Dem mal khaiche re ,Yes
Vai tor pata koi,No
Tui akta pagol daktar,Yes
kalo na chocolate color,No
Tomi ato bal paknami koro na na  sala dallal,Yes
legend hoye bipode aci,No
Faraoner bacca pagol,Yes
Aj kal legend hoye moha muskilei porlam,No
Ish innocent ...takku or mathy kau ganjar tell maikhaa deu,Yes
tar kintu link ace choto belay link ber korsilo,No
Madarchod toi vala hoiya ja re,Yes
Ami legend na tarpor o dekhe felchi,No
Toi kutta murad shalar beda,Yes
eto boro keno egula hmm,No
World class Abal tui ,Yes
legend na hoye o buje gelam,No
madarsod tor cansar hoba ok,Yes
Dosto Maya Meste Hase,No
Sob e bujlm bt hijla Der moto kore kn Aida?,Yes
sabila apu kew char dili na tora,No
R batpar batpar. Vote. Chor batpar moussy. C ccc. Xxxx. L. L. L,Yes
Badam badam kaca badam,No
mohammad onek nari bhog korse tai muslim ra emon,Yes
Ami kisu dekhi nai,No
hindu ba kaferder sathe hat miliye shara duniya shesh hoye jachhe,Yes
Ata kono kothaaaa vai,No
ato hot kemne ki go,Yes
Vai ami kichu dakinai,No
Owo nijer ta nije dekso keno ? Amra jeno dekte pai sei jonno close pic dao,Yes
Khela ses  shonar bangladesh,No
Inbx e nude pathao babe,Yes
taka lagle boilo ami dei,No
Chikna sorir e eto boro jinis kemne hoilo?,Yes
Pic tulso tik ace bt quality amn kn?,No
Doro tor. Mare codi,Yes
Vai cup lagle boilen amk,No
dudu choto hoye gese tai nh,Yes
ki vai eta ki holo bolen to,No
Superb purai mal lagtase,Yes
ekta gaan shunai vai kemon,No
Koto sundor gol gol magir egula,Yes
Evhabe toh vhebe dekhi nai baperta,No
Boobs valoi boro hoise...,Yes
sob e generation gap silo,No
"Cox's bazer theke acher por daktci mota hoiya jaitacn, gotona ki ",Yes
problem ta problem na ekta somossha,No
Bar bar tomr oi makonar moto dud 2 ty crush kai ,Yes
vhaia tv ta on kora porjonto ontoto khela ta chalu rakhen plz,No
tor moton khankir nam er pashe Islam na ta manai na,Yes
Bah ki sundor mittha bollen,No
muslim er nam e kolngo tui,Yes
tui uganda ja vai,No
Din din sexiness Bartache  ki massages dicche ,Yes
vaii tr pblm kii ??,No
Tomar porn ber hoice dekhlam,Yes
 Poribar theke aisob shikka nite hoy,No
"Uffffff ki boobs re baba, purai matha nosto",Yes
Bhai eta kisu hoilo?,No
Hot suna lagaba naki go,Yes
Vat khaite Hobe kno? ,No
Manus tmader theke dud ber kora sikhbe,Yes
arokom kortesen kn vai?,No
boro hoisa ki vab e,Yes
shanto hon vai please,No
Bra sara ekta cobi post koro.,Yes
ai maiya k kew thama vai,No
Tmr dud onk Boro tmr dud khamu,Yes
Cringe kheye gelam vai,No
Per night koto taka nes magi ?,Yes
Hudai etoh kotha,No
Paikhana ber korbo pasa chaita,Yes
R ki bolba bolo!,No
Hagu khao tumi hetir,Yes
Eishob faizlami baad den,No
Hot hoite jaiya toh leghta hoiya jaitahso khanki magi tor thk eh toh tor dudh ei boro ,Yes
zoom korle jail hoye jabe,No
dudu josss hoby khity,Yes
tora ki valo hobi na?,No
Ei baaal ta shob video te koi theke ase.,Yes
Ekdom tor moto hoisa,No
dekhte lage maiyya go moto,Yes
goru ta ki bap pashe naki daan pashe? ,No
Faltu pola tumi onk kharap ,Yes
ai pic j ajk saradin kotobaar dekhlam,No
Ey hijra ta ki tmr choda khay,Yes
apu naam ta bolen fb te srch dei,No
Mane Prothom E Deikha Moja Paisilam Oi Hizrar Bachcha Re Deikha Pura Mood Kharab Hoya Gese ,Yes
Bangladesh team bolte kisu nai soob e maya,No
Thakti bostite prostitute hoia akhon boroloki maras magi,Yes
ai duniya te theke r ki laav bolen,No
Sather hizla ta k silo re,Yes
Bangladesh team r amdr elakar current ek e rokom.,No
"tmr friend re niya Thailand jao,  ore boobs implant korao,  she deserve it ",Yes
mashud hoyto ek tym a valo hobe bt amra ki valo hobo?,No
Jore jore thap maro hetire,Yes
ami to akhn o shck asi j ki dekhlam!,No
Chusa dimu dudh amra tumar,Yes
nijer fb id dekhe nije e chintesi na vai,No
Hijratar shathe eto ki!,Yes
Apu shoes er tag ta kulo nai keno,No
ei hijra ta sathe thake kn bal,Yes
Jutay ekhono tag lagano ,No
Khuila de purata magi,Yes
Price tag jhule jutay.,No
bessha magir dol tura nodi,Yes
inbox aso tomar jaiga baire noi sona,No
Lagiso naki pichon diya hmm,Yes
vai amr ta onek bro hoiche taii,No
2 kamuki magi khanki randi,Yes
Ohhh aiii bepar Ami onno kichu vablam,No
Kirmi utse pasay...pata voda,Yes
Chance to dao boudi please,No
pisoner apu beshi horny,Yes
Khub sundor silo re vai video ta,No
Lesbo club er maiyya,Yes
Ai kau nojor dibi na ai gas amar,No
Tumii randi di di di,Yes
Ami to vabe shilam ai 2 ta nakal,No
Pechoner take guha mere moja beshi pwa jbe,Yes
Ami shober vediore like di kintu amer vediote keo like dey na,No
Lesbian 2ta khanki magi,Yes
ami dekhe bhoy paici onek sotti,No
Randi rate koto bol tui,Yes
Jambura ta khub sundor silo,No
Bottle ta to jaiga Moto dukasso ato ovab,Yes
Apu apner egolo onek boro boro,No
Tmr hogay onek gondho,Yes
Apu apni pls porda koren ato rong dhong kora bhalona,No
Shawwa fatiye daw butol dukhiye,Yes
edr karone manush sob meyeder emon vabe,No
narikel gache daab hoisa khankir,Yes
Nije akta meye hoye o chuk gulu khuty giye pore nijei jani na,No
Trpr hogamara tao onek sweet and unexpected hoi,Yes
Ami eta dhikar pore heart attack er patient,No
hate dilam kola ingine dilam thela,Yes
জোর করে cute দেখানো চেষ্টা,No
Babe..kotobar bolbo eisob choto kapor poira pic diba na,Yes
Aha re koto kosto jor kore cute hote gele,No
Profile deky duky akn dekhi sodor ghat,Yes
Afa mone korse afare cute laktase,No
Ato boro boro hoisa kan??.,Yes
Didi tomake dekhe sobai crash kheyeche,No
Olan gulo eto boro kno,Yes
Ar jor kore cute hobar chesta koro na,No
Nogno hole arekto valo lagto,Yes
Ma biral take taraw na bhoi korche,No
Ato boro dodo tumar keno go,Yes
Jor kore cute hoar cesta ,No
Ek rate theke dhekte hobe ke besi hot ,Yes
Mone hoche didi ainay nijer mukh dekhe niyeche,No
Dud gula oneak cute lagse,Yes
Chok bondho korcho kano na na chok khulcho kano ,No
Tore dekle ar vala takon jai ni,Yes
নাকি ভালোবাসি বলতে তবু তা বুঝি নাই ,No
Size ta ki jeno lagteche ,Yes
জোর করে সুন্দর হওয়ার ধান্দা,No
Amon beporday dhekbo bhabini,Yes
মেয়েটা কিউট কিন্তূ আমার কিউট দরকার নাই গরম পরছে,No
"obostha dekho,,nam diche jannatul,,othocho cholafera koto sundor,,jahannamer agun",Yes
আপা মনে হয় নতুন নতুন প্রেমে পড়েছে,No
Onk doira maybe khay nah.tai sorir amn ,Yes
দিদি কি আজ হাঁসের গোস দিয়ে ভাত খাইছো নাকি,No
Duru bedi..pagli pagli lagse,Yes
Apu jor kire cute hoar try korio na nahole jamai palabe,No
Tomak r Respect Dawa Possible Na Dishmish,Yes
Cokh gulo bondho korei reals ta banale valo hoto,No
Oita TMR pison  Diya dukiya nara diye TMR mhuk a bore debo....kmn...,Yes
Tumi khub cute Hoi Hoi Hoi Hoi crush kyachi crush kyachi ai song ta hobe .,No
bal fakna maia tui khanki,Yes
কিছু টা কিছু টা চকলেট চকলেট ফিল আসতাছে,No
Golumolu e vlo cilenn akn baje lagce!!,Yes
Apur mukh khulche na keno,No
deke amr nice jhara dilo kno,Yes
Tumi agun hola coment jara kora tara jol,No
"R e boin toi bojos na kn toi moto thakley cute lage,, ekn to tore sotki macher moto lagtase...",Yes
Ai vai keo ki kichu dekcho ami kintu dekchi dat ta,No
Koto ar kalo bonduk khabe.... Akn to biye kore naw,Yes
আমাদের বাসার বিড়াল টাও আমার সাথে এমন করে,No
"Dehay bejae duidare,karon ace jhule",Yes
চাইলেই কি আর জোর করে কিউট হওয়া যায়,No
3din hago nah hola Kostokatinno roger muk amon karp hoina,Yes
চকলেট আপা চকলেট আপার জমজ বোন,No
apnar attitude apnar face sathamanai na,Yes
খাল টাও কি ফিল্টার দিয়ে পিংক করবে নাকি,No
ei pola tore biya korbona boin.. kheye dibe bujhbi na,Yes
Afar kotha bolte kosto hocche kew ektu or hoye kotha bole de,No
Oindrila apur theke onkus er ta boro mone hosce ,Yes
Hayre bhai ki hasi or,No
Faltu lagce cekon hoya,Yes
amar 80 bosorer dadima jokhon 24 bosorer seler kas theke biyer prostap pay le dadimar obostha,No
Valo kichu porte paren na. berie take soob dekha jai,Yes
কিরে এত সুন্দর ফিল্টার পেল কোথায়,No
Naujubillah ci ata ki doronr dress,Yes
নিজেরে কি মনে করে আমিও সুন্দর ,No
A sob ki poren apny to manay na,Yes
Atato shadaron noy atata kiron mala ,No
"ar diet koiren na, sutki hoia gesen",Yes
Ora bapre or chok toh dakhe bado badi niya chola gacha,No
side dia deikha feksi tmr bobs,Yes
Didi Tomar naam ki list e bolo,No
mutki hoico kno emn!,Yes
ভাই সত্যিই মেয়েরা অনেক সুন্দর দেখতে,No
"biye korba kobe! evabe raat katao je, horme soibe na",Yes
ei video gula nah dekhle jantam e nah,No
Apnaka lagata essa kora,Yes
Ai vai keo ki kichu dekcho ami kintu dekchi dat ta ,No
ramcudu kheyece re heti onek,Yes
ম্যাডাম আপনার ফিল্টারটা সরান দেখি কেমন লাগে,No
69 e khabo amra ros aso tumi,Yes
দিদি কে হাসির জন্য নেবেল দাও,No
Eto cikon to tmi na..mota alur bosta tmi.manush k boka banao,Yes
cute expression deoyar proshikshon dichchhe aar ki,No
"mutki ekta, edi koira abr cikon hoise",Yes
Ota miye na chele ami atai bujhte pari na go ektu keu bolbe o chele na miye,No
"cikna hoi kmne era ay mota ay cikna,ajob bara",Yes
খুব সুন্দর হয়েছে ধন্যবাদ ভাই আপনাকে সাপোর্টে করলাম,No
"Jama ta na prleo hoto, sudu sudu kosto",Yes
Khub sundor dada vai serra silo onk valo,No
Dasi vikarir moto laga,Yes
Ami toh haste haste peth betha hoi gese ,No
Tomar sathe amar beeyer kotha chhilo. amay ceere 3inch ee kno gale,Yes
Gopi tomar thakuma ke ar dakshi na kano je kamon ache thakuma ektu janabe,No
Ato ta oo sondor na tumi ,Yes
Sob thik ase kintu ke kare martase etaito buslamna,No
Uff sei sexxy  khelba ni go,Yes
Kon jamanay aisa porlam Vai ,No
Abal. Moydar dibba tor mukhe,Yes
লাস্টের কথাটা শুনে মজা পাইছি,No
tomar nichtalay kamor debo,Yes
মানুষ কে soto করতে নেই আল্লাহ হেদায়েত দিক ,No
Kisuta kaker er sathe face er mill ase,Yes
এভাবে কাউকে অপমান করা উচিত না সে যে রকমই হক,No
bangalider kalai hoy kintu. eta edit kora,Yes
এমনটা ঠিকনা আল্লাহ যাকে যেবাবে সৃষ্টি করছে সে সেরকম,No
Zim koro aro sexy hobe. Tumi emon utcho bosecho mone hochey Ankush chudchey.,Yes
Apnar kotha gulo sunei to amar besi hasi pachche,No
"aste aste, nich fete gelo to magir",Yes
মানুষ কে এত insalt করা ভালো নয়,No
Cagai te cagaite shesh,Yes
যে যাই বলুক আমার তো দাঁত গুলো অনেক সুন্দর লাগে,No
kauay hoibo kokil re khankir sele,Yes
আমিতো সিঙ্গেল শুধু আমার দাঁত গুলো ডাউনলোড কেউ ডিস্টার্ব করবেন না আমি মেকআপ করতেছি,No
Baje. Faltu mei jemon dekte bajr nonra,Yes
Jara ato vab niye comment korce tader chehara o dekhte chai,No
"Eraa ato taratari soto, boro, mota, chikon kore kivabe",Yes
আম গাছের জল দিয়ে দিয়ে আমে ফলন বাড়ানো হচ্ছে,No
Tumar moto akta rosalo bou thakla ar kicu lagto na????,Yes
আমিতো ইউটিউব দেখছি তাহলে ফেসবুক এ কিভাবে গেলাম,No
haibid pacha holo kmne apner,Yes
Uffs sei sera amn arekta video diye vaiya plzz,No
mota thke ekhn sukno chamsi,Yes
Ganta amar kache onek emotional lage,No
"na mane pant poren ni kn, nillojjo",Yes
Camera man age pochabe mone hoy,No
"didi dad parce to kapata, he he",Yes
আপনার কাজ আপনাকেই করতে হবে অলসতা করলে চলবে না,No
"chi,kothay chulkaya dilo. bodmais",Yes
ক্রিয়েটরদের সাথে ভালো সম্পর্ক গড়ে তুলুন খুব দ্রুত সফলতা পাবেন।,No
"jotoi koro, tumi valo hoba na",Yes
Cemera man age bari jabe,No
Tmi ato jim kro tau roga how na kn??,Yes
ভাই আগে camera man পৌছাবে,No
ki nongramao koro!,Yes
এটা হাস্যকর হইলো যারা প্রেমে পড়ে তারাই বুঝে,No
"gym ee giye deho dekho, exercise koroi to na",Yes
বিচার টাইতো মনে হয় আগে যাবে,No
"oi meye jama ki nai, naki jamai chire fele rat e",Yes
ক্যামেরা ম্যান আগে বাসায় যাবে ,No
"Akta jama diye sudhu pic tolo,fokir",Yes
যার sense যত বেশি ভালো সে তত তাড়াতাড়ি যাবে,No
ki boro vuri hoisego,Yes
Eikhane physics er gurutto oporishim,No
"Keno je tumay eto valo lagee,ar bicana vijay dei",Yes
ভিডিওটা যেহেতু কষ্টের তবুও কেনো জানিনা অনেক হাসি পাচ্ছে,No
Ai magi k borak bass dwaa dorkar,Yes
ভাই কষ্টের কিন্তু ওই মেয়ে দুটোর দৌরানি দেখে আমি হাসতে হাসতে শেষ,No
"ups hat ta khepe gelo amr, ki obostha ",Yes
চোখের পানি এসে ও ডুকে যাওয়ার মত একটা funny moment,No
khaia khaia muti hoise,Yes
Allah amr je hasi asteche,No
"dekte valo na, kintu vab mare koti takar",Yes
চোখের পানি বেড়িয়ে আবার ডুকে গেল,No
bikini tei valo manay ekhon ager te,Yes
Allah sobaike hefajot korun,No
"bacca dila figar ses, tumi expired",Yes
Are oita ami ar amar apu,No
biyar por te ar nyka nyka lage na,Yes
Laster dor ta mast chilo,No
buri boyseo ki saxi re,Yes
টাকা আছে মানে বন্ধুত্ব আছে টাকা নাই মানে বন্ধুত্ব নাই এটাই আমাদের সমাজ,No
"tor ja koto rup, makeup koira khali dhkos",Yes
Chokher Pani Beria aabhar dhokhe Gallo,No
shalar makeup edit er chote hot lgae,Yes
Hash na Kano Amari bole den Amar to hash astese,No
ahree r koto deho dekhaba!,Yes
হাসতে হাসতে তিন তলা থেকে পড়ে গেছি,No
"sari to porlen, kintu upor nich soob ee deka jay",Yes
আমার বান্ধবী আর আমি ছাড়া কেউ না,No
magida sexi hoi gese,Yes
Vaire vai ami ar amar boin hashte hashte khat thika poira gesi,No
magir putki dia baksh hobe ,Yes
ভাই আরেকটু আস্তে দৌড়াইলে কি হইতো,No
lucca deksi emn dekini,Yes
ভাই ওই প্রাণীর দৌড়ানো দেখে আমি হাসতে হাসতে মরে গেলাম,No
emn ada lenta hoia kemera te aso kn,Yes
bhai amr garir samne die matro 2ta ninja doure gelo,No
taka thakle onk gorto ahe koilam,Yes
খুব দুঃখের সাথে হাসতে হচ্ছে,No
"suhdhu bf ke dile hoy nai, amarao to pabar koyha bebi",Yes
একসাতে কান্না আর হাসি চলেআসছে বুজতে পারছি না এখন আমি নিজেই কনফিউজ কান্না করলাম নাকি হাসলাম,No
tomare nangta koira pitale valo hoiba,Yes
শেষ মুহূর্তে জানটা হাতে চলে আইছিলো,No
"meyego eto bujte hoy na, sudu pa fak kore dite hoy",Yes
কান্না করবো নাকি হাসবো কনফিউশান এ আছি,No
"ore jama re, fokir naki",Yes
এটা কষ্টের ভিডিও কিন্তু আমার নিজেরই হাসি পাচ্ছে,No
fokkini rao er cheye boro jama pora,Yes
Omgg এরা তো দেখি papa ki pari,No
maal ta ke kheye na dile thambe na dekci,Yes
ভাইরে ভাই কষ্টের ভিডিও কিন্তু হাসি পাচ্ছে onek,No
Tmr leeeleee to dekha jay je,Yes
আমি ভিডিওটি দশ বার দেখছি হাসছি,No
eeeee ki buke kapor nai kn!,Yes
ধুর বইন কি করলা তোমার লাইগা বিছানা থেকে হাসতে হাসতে পড়ে গেছি ,No
Erokom pic dile coto matha ghoray.,Yes
Ata dakhe hasi thamaite partisi na,No
Sarir aacol ta ar akto sorale ki amon prblm hoto bby,Yes
Sad video te eto hashi pacche kno,No
adha dodo dekhao kn....,Yes
Video ta anek koster tabo hashi pachhe,No
Cleaveg taa uffooo sorry ami dekhe nai,Yes
যারা 1 second এর মূহুর্ত বোঝেনা তাদের এই ভিডিও টি অবশ্য দেখা উচিত,No
tumer doshe Abr gusol korte hobo valolage na,Yes
Bandhubi ra tuder dhor ta onek shundor chilo,No
are masi apne seci,Yes
Video ta dekhe hasbo na kadbo bujchi na hasle ki amar pap hobe,No
duder chipa ber hoia gese,Yes
Amar ki hasha thik hobe,No
Gidor marka bedi..  buera van.. Ki Vabta e na nay.. Chii,Yes
Video ta dekhe kokhon je chokh theke pani ber hoye abar udhao hoye gelo tero pailam na,No
dudu na dekhale ki comment pore na!,Yes
Bhai Dhaka to chattogram road ar bus to NOAKHLI Right,No
din din koci hou kibabe?,Yes
প্রথম মেয়েটার জন্য দ্বিতীয় মেয়েটা বেঁচে গেল টেনে টেনে নিয়ে যাচ্ছে,No
Kheye dilo tmk India,Yes
Mone hoitase ki 2ta gora dor dise,No
"bra ki tia rong er naki, ",Yes
congratulation নতুন জীবনের জন্য,No
Din din bodmash oijire,Yes
কালকে রাতে আমাদের এখানে কারেন্ট চলে গেছিল তখন আমার ওই অবস্থা হয়েছিল,No
bura hoiao tight koto dekssenni,Yes
খুব ভালো হয়েছে ভিডিওটা খুব মজা পেয়েছি ,No
"Khabo tumar oi duto e habudubu, hae ja vabso otai ",Yes
ETA Darun chilo khoob funny oo friend ki likhe Jo ,No
Sob bujlam sali er pant e zip kno dise!!?,Yes
Vaiya kobita ta daron chilo,No
Kiser jani chap pore ache dress er upor ,Yes
Kobita ta fatafati hoyasa ,No
Opss ki hot re Vai..!!,Yes
এটা দারুন ছিল খুব ভালো হলো,No
"Ato sodo jinish deikha moja nai, aso boro kore dei",Yes
দারুণ ছিলো হাসতে হাসতে পেট বেথা,No
"Koci sobji aita khete onek valo hobe, rose vora ekdom, ufff",Yes
ami তো অবাক ভাইরাল হবে ইনশাআল্লাহ ,No
Bura beti din din bacca hoitace..,Yes
Khub Sundar hoyecha video ta,No
"Jule porche re, are jama jhule gese, ki bolod",Yes
যারা যারা দেখছে তারাই বুঝবে কতটা মজা,No
Nicher ki jeno dekha jai ,Yes
না হেসে আর কুল কিনারা পাচ্ছি না দারুন কবিতা বানিয়েছে,No
"R koto pagol hobo choto theke pagol hoye achi,boro hoye to aro koto kichu dekchi",Yes
Ai gan sune ami kande dea si akhon amar ki hobe,No
Baler pic dice bra o buja jai,Yes
কবিতাটা সেই ছিল মামা,No
"Eto dhong na dekhaleo cholbe, bap re bap vag sali",Yes
এটাই অরিজিনাল বিশ্ব কবি এটা আমি আমার ভাষা হারিয়ে ফেলেছি ,No
"eij ki sob dekhao, ar amr pant change kora lage",Yes
কেউ আপুর এই ভিডিওতে লাইক করলো না আমি প্রথম লাইক করে দিলাম আর কবিতাটা অনেক সুন্দর ছিল,No
ki jama poren je bra buja jay,Yes
ভাই এই ভিডিও দেখতে গিয়ে কারেন্ট গেছে ,No
dhormu vormu sesh bujla beti,Yes
Best award deoa lagby shobai taka tolo,No
R koto amader rod niye khela korba tumi,Yes
এই রিপোর্ট ১৬ জন মানুষের নতুন জিবন ফিরিয়ে দিতে পারে,No
"amr rod boso, trpr tmr bel bajabo dong dong",Yes
কে কে কমেন্ট পড়তে এসেছো ,No
are bha salire amra gol bhabi are sali bastobe stick,Yes
আস্তে ঝাকি দাও না হলে ছিরে যাবে,No
Ahh bole lav ki uni ki r ahh ahh er karon hobe,Yes
আমি কমেন্ট গুলো পড়ে হাসতে হাসতে পুরো শেষ,No
Bra O rokom na dekhaiya shirt khule dekhaiten,Yes
first time দেখলাম ছেলের আছে কিন্তু মেয়ের নেই ,No
"Kutti maiya,,,thapraite mon chay",Yes
